timestamp,timestamp_local,marg_es_tech,co2_srmer_enduse,PlantType,NOx_Rate_lbs_kWh,SO2_Rate_lbs_kWh
2044-01-01 00:00:00,2044-01-01 00:00:00,gas-cc,380.2,Combined Cycle,0.00024949850388888896,0.0058176
2044-01-01 01:00:00,2044-01-01 01:00:00,gas-cc,380.2,Combined Cycle,0.00024949850388888896,0.0058176
2044-01-01 02:00:00,2044-01-01 02:00:00,gas-cc,379.9,Combined Cycle,0.00024949850388888896,0.0058176
2044-01-01 03:00:00,2044-01-01 03:00:00,gas-cc,401.2,Combined Cycle,0.00024949850388888896,0.0058176
2044-01-01 04:00:00,2044-01-01 04:00:00,coal,865.9,Coal Steam,0.0016283161025,0.010231936666666667
2044-01-01 05:00:00,2044-01-01 05:00:00,coal,865.7,Coal Steam,0.0016283161025,0.010231936666666667
2044-01-01 06:00:00,2044-01-01 06:00:00,gas-cc,379.3,Combined Cycle,0.00024949850388888896,0.0058176
2044-01-01 07:00:00,2044-01-01 07:00:00,coal,1107.7,Coal Steam,0.0016283161025,0.010231936666666667
2044-01-01 08:00:00,2044-01-01 08:00:00,coal,1214.0,Coal Steam,0.0016283161025,0.010231936666666667
2044-01-01 09:00:00,2044-01-01 09:00:00,gas-cc,403.6,Combined Cycle,0.00024949850388888896,0.0058176
2044-01-01 10:00:00,2044-01-01 10:00:00,gas-cc,404.7,Combined Cycle,0.00024949850388888896,0.0058176
2044-01-01 11:00:00,2044-01-01 11:00:00,coal,1185.5,Coal Steam,0.0016283161025,0.010231936666666667
2044-01-01 12:00:00,2044-01-01 12:00:00,gas-cc,409.0,Combined Cycle,0.00024949850388888896,0.0058176
2044-01-01 13:00:00,2044-01-01 13:00:00,coal,1204.1,Coal Steam,0.0016283161025,0.010231936666666667
2044-01-01 14:00:00,2044-01-01 14:00:00,gas-cc,382.0,Combined Cycle,0.00024949850388888896,0.0058176
2044-01-01 15:00:00,2044-01-01 15:00:00,coal,873.8,Coal Steam,0.0016283161025,0.010231936666666667
2044-01-01 16:00:00,2044-01-01 16:00:00,coal,1234.8,Coal Steam,0.0016283161025,0.010231936666666667
2044-01-01 17:00:00,2044-01-01 17:00:00,coal,1200.4,Coal Steam,0.0016283161025,0.010231936666666667
2044-01-01 18:00:00,2044-01-01 18:00:00,gas-cc,444.0,Combined Cycle,0.00024949850388888896,0.0058176
2044-01-01 19:00:00,2044-01-01 19:00:00,gas-cc,421.8,Combined Cycle,0.00024949850388888896,0.0058176
2044-01-01 20:00:00,2044-01-01 20:00:00,coal,1296.2,Coal Steam,0.0016283161025,0.010231936666666667
2044-01-01 21:00:00,2044-01-01 21:00:00,gas-cc,422.6,Combined Cycle,0.00024949850388888896,0.0058176
2044-01-01 22:00:00,2044-01-01 22:00:00,gas-cc,408.4,Combined Cycle,0.00024949850388888896,0.0058176
2044-01-01 23:00:00,2044-01-01 23:00:00,coal,1117.0,Coal Steam,0.0016283161025,0.010231936666666667
