timestamp,timestamp_local,marg_es_tech,co2_srmer_enduse,PlantType,NOx_Rate_lbs_kWh,SO2_Rate_lbs_kWh
2024-01-01 00:00:00,2024-01-01 00:00:00,coal,1125.8,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-01 01:00:00,2024-01-01 01:00:00,coal,1238.5,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-01 02:00:00,2024-01-01 02:00:00,coal,1103.1,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-01 03:00:00,2024-01-01 03:00:00,gas-cc,347.3,Combined Cycle,0.00024949850388888896,0.0058176
2024-01-01 04:00:00,2024-01-01 04:00:00,coal,1109.6,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-01 05:00:00,2024-01-01 05:00:00,gas-cc,355.2,Combined Cycle,0.00024949850388888896,0.0058176
2024-01-01 06:00:00,2024-01-01 06:00:00,coal,1037.5,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-01 07:00:00,2024-01-01 07:00:00,gas-cc,482.1,Combined Cycle,0.00024949850388888896,0.0058176
2024-01-01 08:00:00,2024-01-01 08:00:00,gas-cc,481.8,Combined Cycle,0.00024949850388888896,0.0058176
2024-01-01 09:00:00,2024-01-01 09:00:00,coal,1041.2,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-01 10:00:00,2024-01-01 10:00:00,coal,1043.9,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-01 11:00:00,2024-01-01 11:00:00,coal,1045.9,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-01 12:00:00,2024-01-01 12:00:00,coal,1138.9,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-01 13:00:00,2024-01-01 13:00:00,coal,1048.1,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-01 14:00:00,2024-01-01 14:00:00,coal,1047.7,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-01 15:00:00,2024-01-01 15:00:00,gas-cc,434.5,Combined Cycle,0.00024949850388888896,0.0058176
2024-01-01 16:00:00,2024-01-01 16:00:00,gas-cc,370.8,Combined Cycle,0.00024949850388888896,0.0058176
2024-01-01 17:00:00,2024-01-01 17:00:00,coal,1374.4,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-01 18:00:00,2024-01-01 18:00:00,gas-cc,492.9,Combined Cycle,0.00024949850388888896,0.0058176
2024-01-01 19:00:00,2024-01-01 19:00:00,coal,1049.4,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-01 20:00:00,2024-01-01 20:00:00,coal,1192.0,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-01 21:00:00,2024-01-01 21:00:00,coal,1221.6,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-01 22:00:00,2024-01-01 22:00:00,gas-cc,383.6,Combined Cycle,0.00024949850388888896,0.0058176
2024-01-01 23:00:00,2024-01-01 23:00:00,coal,1214.9,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-02 00:00:00,2024-01-02 00:00:00,coal,1025.3,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-02 01:00:00,2024-01-02 01:00:00,coal,1103.8,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-02 02:00:00,2024-01-02 02:00:00,coal,1105.2,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-02 03:00:00,2024-01-02 03:00:00,coal,1104.3,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-02 04:00:00,2024-01-02 04:00:00,coal,1104.1,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-02 05:00:00,2024-01-02 05:00:00,coal,1099.9,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-02 06:00:00,2024-01-02 06:00:00,coal,1105.4,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-02 07:00:00,2024-01-02 07:00:00,coal,1110.0,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-02 08:00:00,2024-01-02 08:00:00,coal,1133.2,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-02 09:00:00,2024-01-02 09:00:00,coal,1121.6,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-02 10:00:00,2024-01-02 10:00:00,coal,1156.5,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-02 11:00:00,2024-01-02 11:00:00,coal,1140.2,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-02 12:00:00,2024-01-02 12:00:00,coal,1141.2,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-02 13:00:00,2024-01-02 13:00:00,coal,1140.9,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-02 14:00:00,2024-01-02 14:00:00,coal,1140.9,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-02 15:00:00,2024-01-02 15:00:00,gas-cc,388.8,Combined Cycle,0.00024949850388888896,0.0058176
2024-01-02 16:00:00,2024-01-02 16:00:00,gas-cc,495.3,Combined Cycle,0.00024949850388888896,0.0058176
2024-01-02 17:00:00,2024-01-02 17:00:00,gas-cc,446.5,Combined Cycle,0.00024949850388888896,0.0058176
2024-01-02 18:00:00,2024-01-02 18:00:00,gas-ct,578.8,Combustion Turbine,0.018735112015618557,0.02781284708333333
2024-01-02 19:00:00,2024-01-02 19:00:00,gas-cc,434.0,Combined Cycle,0.00024949850388888896,0.0058176
2024-01-02 20:00:00,2024-01-02 20:00:00,gas-ct,577.1,Combustion Turbine,0.018735112015618557,0.02781284708333333
2024-01-02 21:00:00,2024-01-02 21:00:00,gas-cc,448.2,Combined Cycle,0.00024949850388888896,0.0058176
2024-01-02 22:00:00,2024-01-02 22:00:00,gas-cc,504.3,Combined Cycle,0.00024949850388888896,0.0058176
2024-01-02 23:00:00,2024-01-02 23:00:00,o-g-s,585.6,O/G Steam,0.00120396433522,0.015373747000000002
2024-01-03 00:00:00,2024-01-03 00:00:00,coal,1121.8,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-03 01:00:00,2024-01-03 01:00:00,coal,1112.5,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-03 02:00:00,2024-01-03 02:00:00,coal,1108.0,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-03 03:00:00,2024-01-03 03:00:00,coal,1108.4,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-03 04:00:00,2024-01-03 04:00:00,coal,1113.0,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-03 05:00:00,2024-01-03 05:00:00,coal,1133.7,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-03 06:00:00,2024-01-03 06:00:00,gas-cc,443.9,Combined Cycle,0.00024949850388888896,0.0058176
2024-01-03 07:00:00,2024-01-03 07:00:00,gas-ct,652.0,Combustion Turbine,0.018735112015618557,0.02781284708333333
2024-01-03 08:00:00,2024-01-03 08:00:00,o-g-s,840.6,O/G Steam,0.00120396433522,0.015373747000000002
2024-01-03 09:00:00,2024-01-03 09:00:00,gas-cc,480.8,Combined Cycle,0.00024949850388888896,0.0058176
2024-01-03 10:00:00,2024-01-03 10:00:00,coal,1213.9,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-03 11:00:00,2024-01-03 11:00:00,gas-cc,448.4,Combined Cycle,0.00024949850388888896,0.0058176
2024-01-03 12:00:00,2024-01-03 12:00:00,gas-cc,448.3,Combined Cycle,0.00024949850388888896,0.0058176
2024-01-03 13:00:00,2024-01-03 13:00:00,coal,1301.6,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-03 14:00:00,2024-01-03 14:00:00,coal,1032.7,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-03 15:00:00,2024-01-03 15:00:00,coal,1020.7,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-03 16:00:00,2024-01-03 16:00:00,gas-cc,498.2,Combined Cycle,0.00024949850388888896,0.0058176
2024-01-03 17:00:00,2024-01-03 17:00:00,gas-ct,570.6,Combustion Turbine,0.018735112015618557,0.02781284708333333
2024-01-03 18:00:00,2024-01-03 18:00:00,gas-ct,730.2,Combustion Turbine,0.018735112015618557,0.02781284708333333
2024-01-03 19:00:00,2024-01-03 19:00:00,o-g-s,833.2,O/G Steam,0.00120396433522,0.015373747000000002
2024-01-03 20:00:00,2024-01-03 20:00:00,coal,1377.2,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-03 21:00:00,2024-01-03 21:00:00,gas-cc,629.7,Combined Cycle,0.00024949850388888896,0.0058176
2024-01-03 22:00:00,2024-01-03 22:00:00,gas-cc,526.7,Combined Cycle,0.00024949850388888896,0.0058176
2024-01-03 23:00:00,2024-01-03 23:00:00,coal,1247.4,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-04 00:00:00,2024-01-04 00:00:00,coal,1271.2,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-04 01:00:00,2024-01-04 01:00:00,coal,1271.4,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-04 02:00:00,2024-01-04 02:00:00,coal,1121.4,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-04 03:00:00,2024-01-04 03:00:00,coal,1120.2,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-04 04:00:00,2024-01-04 04:00:00,coal,1120.2,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-04 05:00:00,2024-01-04 05:00:00,gas-cc,396.5,Combined Cycle,0.00024949850388888896,0.0058176
2024-01-04 06:00:00,2024-01-04 06:00:00,gas-cc,623.7,Combined Cycle,0.00024949850388888896,0.0058176
2024-01-04 07:00:00,2024-01-04 07:00:00,o-g-s,839.0,O/G Steam,0.00120396433522,0.015373747000000002
2024-01-04 08:00:00,2024-01-04 08:00:00,o-g-s,840.3,O/G Steam,0.00120396433522,0.015373747000000002
2024-01-04 09:00:00,2024-01-04 09:00:00,gas-cc,414.2,Combined Cycle,0.00024949850388888896,0.0058176
2024-01-04 10:00:00,2024-01-04 10:00:00,gas-cc,576.7,Combined Cycle,0.00024949850388888896,0.0058176
2024-01-04 11:00:00,2024-01-04 11:00:00,gas-cc,447.4,Combined Cycle,0.00024949850388888896,0.0058176
2024-01-04 12:00:00,2024-01-04 12:00:00,coal,1298.7,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-04 13:00:00,2024-01-04 13:00:00,coal,1296.4,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-04 14:00:00,2024-01-04 14:00:00,gas-cc,589.1,Combined Cycle,0.00024949850388888896,0.0058176
2024-01-04 15:00:00,2024-01-04 15:00:00,coal,1315.0,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-04 16:00:00,2024-01-04 16:00:00,gas-cc,680.6,Combined Cycle,0.00024949850388888896,0.0058176
2024-01-04 17:00:00,2024-01-04 17:00:00,gas-cc,514.4,Combined Cycle,0.00024949850388888896,0.0058176
2024-01-04 18:00:00,2024-01-04 18:00:00,gas-cc,480.6,Combined Cycle,0.00024949850388888896,0.0058176
2024-01-04 19:00:00,2024-01-04 19:00:00,gas-cc,455.9,Combined Cycle,0.00024949850388888896,0.0058176
2024-01-04 20:00:00,2024-01-04 20:00:00,gas-cc,514.5,Combined Cycle,0.00024949850388888896,0.0058176
2024-01-04 21:00:00,2024-01-04 21:00:00,gas-cc,467.0,Combined Cycle,0.00024949850388888896,0.0058176
2024-01-04 22:00:00,2024-01-04 22:00:00,coal,1112.0,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-04 23:00:00,2024-01-04 23:00:00,coal,1124.6,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-05 00:00:00,2024-01-05 00:00:00,coal,1176.5,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-05 01:00:00,2024-01-05 01:00:00,coal,1174.3,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-05 02:00:00,2024-01-05 02:00:00,coal,1139.6,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-05 03:00:00,2024-01-05 03:00:00,coal,1142.6,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-05 04:00:00,2024-01-05 04:00:00,coal,1172.2,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-05 05:00:00,2024-01-05 05:00:00,coal,1075.1,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-05 06:00:00,2024-01-05 06:00:00,gas-cc,443.4,Combined Cycle,0.00024949850388888896,0.0058176
2024-01-05 07:00:00,2024-01-05 07:00:00,coal,1035.7,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-05 08:00:00,2024-01-05 08:00:00,coal,1329.6,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-05 09:00:00,2024-01-05 09:00:00,coal,1112.8,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-05 10:00:00,2024-01-05 10:00:00,coal,1096.3,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-05 11:00:00,2024-01-05 11:00:00,gas-cc,503.9,Combined Cycle,0.00024949850388888896,0.0058176
2024-01-05 12:00:00,2024-01-05 12:00:00,gas-cc,390.8,Combined Cycle,0.00024949850388888896,0.0058176
2024-01-05 13:00:00,2024-01-05 13:00:00,coal,1205.5,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-05 14:00:00,2024-01-05 14:00:00,gas-cc,498.3,Combined Cycle,0.00024949850388888896,0.0058176
2024-01-05 15:00:00,2024-01-05 15:00:00,coal,1208.9,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-05 16:00:00,2024-01-05 16:00:00,coal,1197.1,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-05 17:00:00,2024-01-05 17:00:00,gas-cc,506.1,Combined Cycle,0.00024949850388888896,0.0058176
2024-01-05 18:00:00,2024-01-05 18:00:00,gas-cc,604.5,Combined Cycle,0.00024949850388888896,0.0058176
2024-01-05 19:00:00,2024-01-05 19:00:00,coal,1263.8,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-05 20:00:00,2024-01-05 20:00:00,coal,1168.9,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-05 21:00:00,2024-01-05 21:00:00,coal,1146.3,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-05 22:00:00,2024-01-05 22:00:00,coal,1208.2,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-05 23:00:00,2024-01-05 23:00:00,gas-cc,478.6,Combined Cycle,0.00024949850388888896,0.0058176
2024-01-06 00:00:00,2024-01-06 00:00:00,coal,1186.6,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-06 01:00:00,2024-01-06 01:00:00,coal,1043.0,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-06 02:00:00,2024-01-06 02:00:00,coal,1272.7,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-06 03:00:00,2024-01-06 03:00:00,coal,1178.5,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-06 04:00:00,2024-01-06 04:00:00,coal,1205.8,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-06 05:00:00,2024-01-06 05:00:00,coal,1264.6,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-06 06:00:00,2024-01-06 06:00:00,coal,1024.7,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-06 07:00:00,2024-01-06 07:00:00,gas-cc,578.8,Combined Cycle,0.00024949850388888896,0.0058176
2024-01-06 08:00:00,2024-01-06 08:00:00,coal,1047.1,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-06 09:00:00,2024-01-06 09:00:00,gas-cc,588.6,Combined Cycle,0.00024949850388888896,0.0058176
2024-01-06 10:00:00,2024-01-06 10:00:00,gas-cc,484.5,Combined Cycle,0.00024949850388888896,0.0058176
2024-01-06 11:00:00,2024-01-06 11:00:00,coal,1043.7,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-06 12:00:00,2024-01-06 12:00:00,gas-cc,405.6,Combined Cycle,0.00024949850388888896,0.0058176
2024-01-06 13:00:00,2024-01-06 13:00:00,coal,1237.3,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-06 14:00:00,2024-01-06 14:00:00,coal,1173.1,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-06 15:00:00,2024-01-06 15:00:00,coal,1161.7,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-06 16:00:00,2024-01-06 16:00:00,coal,1296.7,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-06 17:00:00,2024-01-06 17:00:00,gas-cc,616.3,Combined Cycle,0.00024949850388888896,0.0058176
2024-01-06 18:00:00,2024-01-06 18:00:00,gas-cc,621.4,Combined Cycle,0.00024949850388888896,0.0058176
2024-01-06 19:00:00,2024-01-06 19:00:00,gas-cc,620.4,Combined Cycle,0.00024949850388888896,0.0058176
2024-01-06 20:00:00,2024-01-06 20:00:00,gas-cc,481.3,Combined Cycle,0.00024949850388888896,0.0058176
2024-01-06 21:00:00,2024-01-06 21:00:00,coal,1077.6,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-06 22:00:00,2024-01-06 22:00:00,coal,1205.1,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-06 23:00:00,2024-01-06 23:00:00,gas-cc,376.8,Combined Cycle,0.00024949850388888896,0.0058176
2024-01-07 00:00:00,2024-01-07 00:00:00,coal,1130.3,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-07 01:00:00,2024-01-07 01:00:00,coal,1168.5,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-07 02:00:00,2024-01-07 02:00:00,coal,1236.6,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-07 03:00:00,2024-01-07 03:00:00,coal,1126.0,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-07 04:00:00,2024-01-07 04:00:00,coal,976.8,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-07 05:00:00,2024-01-07 05:00:00,coal,1167.2,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-07 06:00:00,2024-01-07 06:00:00,coal,1127.8,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-07 07:00:00,2024-01-07 07:00:00,gas-cc,484.1,Combined Cycle,0.00024949850388888896,0.0058176
2024-01-07 08:00:00,2024-01-07 08:00:00,coal,1224.5,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-07 09:00:00,2024-01-07 09:00:00,gas-cc,409.7,Combined Cycle,0.00024949850388888896,0.0058176
2024-01-07 10:00:00,2024-01-07 10:00:00,coal,1228.9,Coal Steam,0.0016283161025,0.010231936666666667
2024-01-07 11:00:00,2024-01-07 11:00:00,gas-cc,467.9,Combined Cycle,0.00024949850388888896,0.0058176
2024-01-07 12:00:00,2024-01-07 12:00:00,gas-cc,418.7,Combined Cycle,0.00024949850388888896,0.0058176
2024-01-07 13:00:00,2024-01-07 13:00:00,gas-cc,408.8,Combined Cycle,0.00024949850388888896,0.0058176
