timestamp,timestamp_local,marg_es_tech,co2_srmer_enduse,PlantType,NOx_Rate_lbs_kWh,SO2_Rate_lbs_kWh
2046-01-01 00:00:00,2046-01-01 00:00:00,gas-cc,379.8,Combined Cycle,0.00015028094307692304,0.0
2046-01-01 01:00:00,2046-01-01 01:00:00,gas-cc,379.1,Combined Cycle,0.00015028094307692304,0.0
2046-01-01 02:00:00,2046-01-01 02:00:00,gas-cc,378.9,Combined Cycle,0.00015028094307692304,0.0
2046-01-01 03:00:00,2046-01-01 03:00:00,gas-cc,379.1,Combined Cycle,0.00015028094307692304,0.0
2046-01-01 04:00:00,2046-01-01 04:00:00,gas-cc,379.7,Combined Cycle,0.00015028094307692304,0.0
2046-01-01 05:00:00,2046-01-01 05:00:00,gas-cc,380.5,Combined Cycle,0.00015028094307692304,0.0
2046-01-01 06:00:00,2046-01-01 06:00:00,gas-cc,381.2,Combined Cycle,0.00015028094307692304,0.0
2046-01-01 07:00:00,2046-01-01 07:00:00,gas-cc,381.7,Combined Cycle,0.00015028094307692304,0.0
2046-01-01 08:00:00,2046-01-01 08:00:00,gas-cc,396.7,Combined Cycle,0.00015028094307692304,0.0
2046-01-01 09:00:00,2046-01-01 09:00:00,gas-cc,293.9,Combined Cycle,0.00015028094307692304,0.0
2046-01-01 10:00:00,2046-01-01 10:00:00,gas-cc,302.6,Combined Cycle,0.00015028094307692304,0.0
2046-01-01 11:00:00,2046-01-01 11:00:00,gas-cc,267.8,Combined Cycle,0.00015028094307692304,0.0
2046-01-01 12:00:00,2046-01-01 12:00:00,gas-cc,336.1,Combined Cycle,0.00015028094307692304,0.0
2046-01-01 13:00:00,2046-01-01 13:00:00,gas-cc,285.4,Combined Cycle,0.00015028094307692304,0.0
2046-01-01 14:00:00,2046-01-01 14:00:00,coal,1073.8,Coal Steam,0.000684612694,0.008540592
2046-01-01 15:00:00,2046-01-01 15:00:00,coal,1084.4,Coal Steam,0.000684612694,0.008540592
2046-01-01 16:00:00,2046-01-01 16:00:00,gas-cc,393.8,Combined Cycle,0.00015028094307692304,0.0
2046-01-01 17:00:00,2046-01-01 17:00:00,coal,987.4,Coal Steam,0.000684612694,0.008540592
2046-01-01 18:00:00,2046-01-01 18:00:00,gas-cc,385.8,Combined Cycle,0.00015028094307692304,0.0
2046-01-01 19:00:00,2046-01-01 19:00:00,gas-cc,385.5,Combined Cycle,0.00015028094307692304,0.0
2046-01-01 20:00:00,2046-01-01 20:00:00,gas-cc,441.6,Combined Cycle,0.00015028094307692304,0.0
2046-01-01 21:00:00,2046-01-01 21:00:00,gas-cc,468.0,Combined Cycle,0.00015028094307692304,0.0
2046-01-01 22:00:00,2046-01-01 22:00:00,gas-cc,361.9,Combined Cycle,0.00015028094307692304,0.0
2046-01-01 23:00:00,2046-01-01 23:00:00,gas-cc,464.7,Combined Cycle,0.00015028094307692304,0.0
2046-01-02 00:00:00,2046-01-02 00:00:00,gas-cc,401.0,Combined Cycle,0.00015028094307692304,0.0
2046-01-02 01:00:00,2046-01-02 01:00:00,gas-cc,470.1,Combined Cycle,0.00015028094307692304,0.0
2046-01-02 02:00:00,2046-01-02 02:00:00,gas-cc,470.7,Combined Cycle,0.00015028094307692304,0.0
2046-01-02 03:00:00,2046-01-02 03:00:00,gas-cc,404.3,Combined Cycle,0.00015028094307692304,0.0
2046-01-02 04:00:00,2046-01-02 04:00:00,coal,983.3,Coal Steam,0.000684612694,0.008540592
2046-01-02 05:00:00,2046-01-02 05:00:00,gas-cc,400.1,Combined Cycle,0.00015028094307692304,0.0
2046-01-02 06:00:00,2046-01-02 06:00:00,gas-cc,483.6,Combined Cycle,0.00015028094307692304,0.0
2046-01-02 07:00:00,2046-01-02 07:00:00,gas-cc,480.0,Combined Cycle,0.00015028094307692304,0.0
2046-01-02 08:00:00,2046-01-02 08:00:00,gas-cc,396.6,Combined Cycle,0.00015028094307692304,0.0
2046-01-02 09:00:00,2046-01-02 09:00:00,gas-cc,372.0,Combined Cycle,0.00015028094307692304,0.0
2046-01-02 10:00:00,2046-01-02 10:00:00,gas-cc,377.5,Combined Cycle,0.00015028094307692304,0.0
2046-01-02 11:00:00,2046-01-02 11:00:00,gas-cc,378.8,Combined Cycle,0.00015028094307692304,0.0
2046-01-02 12:00:00,2046-01-02 12:00:00,gas-cc,394.0,Combined Cycle,0.00015028094307692304,0.0
2046-01-02 13:00:00,2046-01-02 13:00:00,gas-cc,350.2,Combined Cycle,0.00015028094307692304,0.0
2046-01-02 14:00:00,2046-01-02 14:00:00,coal,1090.0,Coal Steam,0.000684612694,0.008540592
2046-01-02 15:00:00,2046-01-02 15:00:00,gas-cc,394.9,Combined Cycle,0.00015028094307692304,0.0
2046-01-02 16:00:00,2046-01-02 16:00:00,coal,1433.4,Coal Steam,0.000684612694,0.008540592
2046-01-02 17:00:00,2046-01-02 17:00:00,gas-cc,438.6,Combined Cycle,0.00015028094307692304,0.0
2046-01-02 18:00:00,2046-01-02 18:00:00,coal,1144.3,Coal Steam,0.000684612694,0.008540592
2046-01-02 19:00:00,2046-01-02 19:00:00,gas-cc,458.0,Combined Cycle,0.00015028094307692304,0.0
2046-01-02 20:00:00,2046-01-02 20:00:00,gas-cc,436.1,Combined Cycle,0.00015028094307692304,0.0
2046-01-02 21:00:00,2046-01-02 21:00:00,biomass,0.0,Biomass,0.0,0.0
2046-01-02 22:00:00,2046-01-02 22:00:00,gas-cc,403.4,Combined Cycle,0.00015028094307692304,0.0
2046-01-02 23:00:00,2046-01-02 23:00:00,gas-cc,427.2,Combined Cycle,0.00015028094307692304,0.0
2046-01-03 00:00:00,2046-01-03 00:00:00,gas-cc,426.7,Combined Cycle,0.00015028094307692304,0.0
2046-01-03 01:00:00,2046-01-03 01:00:00,gas-cc,446.8,Combined Cycle,0.00015028094307692304,0.0
2046-01-03 02:00:00,2046-01-03 02:00:00,gas-cc,383.6,Combined Cycle,0.00015028094307692304,0.0
2046-01-03 03:00:00,2046-01-03 03:00:00,gas-cc,400.6,Combined Cycle,0.00015028094307692304,0.0
2046-01-03 04:00:00,2046-01-03 04:00:00,gas-cc,387.5,Combined Cycle,0.00015028094307692304,0.0
2046-01-03 05:00:00,2046-01-03 05:00:00,gas-cc,446.1,Combined Cycle,0.00015028094307692304,0.0
2046-01-03 06:00:00,2046-01-03 06:00:00,gas-cc,512.4,Combined Cycle,0.00015028094307692304,0.0
2046-01-03 07:00:00,2046-01-03 07:00:00,biomass,0.0,Biomass,0.0,0.0
2046-01-03 08:00:00,2046-01-03 08:00:00,gas-cc,436.3,Combined Cycle,0.00015028094307692304,0.0
2046-01-03 09:00:00,2046-01-03 09:00:00,gas-cc,457.9,Combined Cycle,0.00015028094307692304,0.0
